bendingValue
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
848.8235294117646
847.6470588235294
848.2352941176471
848.2352941176471
846.4705882352941
844.7058823529412
844.7058823529412
842.9411764705883
842.9411764705883
847.6470588235294
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
833.5294117647059
818.8235294117646
810.0
805.8823529411765
802.9411764705883
803.5294117647059
803.5294117647059
814.1176470588235
814.1176470588235
821.7647058823529
828.8235294117646
832.3529411764706
831.1764705882354
827.0588235294117
820.5882352941176
820.5882352941176
816.4705882352941
815.2941176470588
815.2941176470588
813.5294117647059
812.3529411764705
812.3529411764705
811.7647058823529
814.7058823529412
820.0
824.7058823529412
824.7058823529412
825.8823529411765
827.0588235294117
831.1764705882354
837.0588235294117
843.5294117647059
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
849.4117647058823
841.1764705882352
841.1764705882352
842.3529411764706
847.0588235294117
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
850.0
837.6470588235295
819.4117647058824
804.7058823529412
783.5294117647059
783.5294117647059
781.1764705882352
784.1176470588235
792.9411764705883
805.8823529411765
805.8823529411765
820.5882352941176
831.7647058823529
839.4117647058824
845.2941176470588
850.0
850.0
850.0
844.1176470588235
844.1176470588235
838.2352941176471
832.9411764705883
828.8235294117646
825.2941176470588
820.0
811.1764705882354
801.1764705882354
801.1764705882354
795.2941176470588
796.4705882352941
801.1764705882354
805.8823529411765
810.5882352941176
810.5882352941176
812.9411764705883
813.5294117647059
810.5882352941176
805.8823529411765
800.0
791.7647058823529
